Year,Title,Authors,Number of authors,Abstract,Citations,Paper file
1998,Computational Differences between Asymmetrical and Symmetrical Networks,"Zhaoping Li, Peter Dayan",2,"Symmetrically connected  recurrent networks have recently been  used as models of a host of neural computations.  However, be(cid:173) cause of the separation between excitation and inhibition, biolog(cid:173) ical  neural networks  are  asymmetrical.  We  study characteristic  differences between asymmetrical networks and their symmetri(cid:173) cal  counterparts,  showing  that  they  have  dramatically  different  dynamical behavior and also how the differences can be exploited  for computational ends.  We  illustrate our results in the case of a  network that is a selective amplifier.",0,https://papers.nips.cc/paper_files/paper/1998/file/020c8bfac8de160d4c5543b96d1fdede-Paper.pdf
1998,A Randomized Algorithm for Pairwise Clustering,"Yoram Gdalyahu, Daphna Weinshall, Michael Werman",3,"We present a stochastic clustering algorithm based on pairwise sim(cid:173) ilarity  of datapoints.  Our  method  extends  existing  deterministic  methods, including agglomerative algorithms, min-cut graph  algo(cid:173) rithms,  and  connected  components.  Thus  it  provides  a  common  framework for  all  these  methods.  Our  graph-based  method  differs  from  existing  stochastic  methods  which  are  based  on  analogy  to  physical  systems.  The  stochastic  nature  of our  method  makes  it  more  robust  against  noise,  including  accidental  edges  and  small  spurious clusters.  We demonstrate the superiority of our algorithm  using  an example with  3 spiraling bands and  a  lot of noise.",0,https://papers.nips.cc/paper_files/paper/1998/file/06a81a4fb98d149f2d31c68828fa6eb2-Paper.pdf
1998,Risk Sensitive Reinforcement Learning,"Ralph Neuneier, Oliver Mihatsch",2,A directed generative model for binary data using a  small number  of hidden  continuous  units  is  investigated.  A  clipping  nonlinear(cid:173) ity distinguishes the model from conventional principal components  analysis.  The relationships between the correlations of the underly(cid:173) ing continuous Gaussian variables  and the binary output variables  are utilized  to learn  the  appropriate weights  of the network.  The  advantages of this  approach are illustrated on a  translationally in(cid:173) variant binary distribution and on handwritten digit  images.,0,https://papers.nips.cc/paper_files/paper/1998/file/076023edc9187cf1ac1f1163470e479a-Paper.pdf
1998,Convergence of the Wake-Sleep Algorithm,"Shiro Ikeda, Shun-ichi Amari, Hiroyuki Nakahara",3,"The W-S (Wake-Sleep) algorithm is a simple learning rule for the models  with hidden variables.  It is  shown that this algorithm can be applied to  a factor  analysis model  which is  a linear version  of the  Helmholtz ma(cid:173) chine.  But even for a factor analysis model,  the general convergence is  not proved theoretically.  In this article, we describe the geometrical un(cid:173) derstanding of the W-S  algorithm in contrast with the EM (Expectation(cid:173) Maximization) algorithm and the em algorithm.  As the result, we prove  the convergence of the W-S  algorithm for the factor analysis model.  We  also show the condition for the convergence in general models.",0,https://papers.nips.cc/paper_files/paper/1998/file/0771fc6f0f4b1d7d1bb73bbbe14e0e31-Paper.pdf
1998,Mean Field Methods for Classification with Gaussian Processes,"Manfred Opper, Ole Winther",2,"We discuss the application of TAP mean field methods known from  the Statistical Mechanics of disordered systems to Bayesian classifi(cid:173) cation models with Gaussian processes.  In contrast to previous ap(cid:173) proaches,  no  knowledge about the distribution of inputs is  needed.  Simulation results for  the Sonar data set are given. ",0,https://papers.nips.cc/paper_files/paper/1998/file/08040837089cdf46631a10aca5258e16-Paper.pdf
1998,Learning from Dyadic Data,"Thomas Hofmann, Jan Puzicha, Michael Jordan",3,"Dyadzc  data  refers  to  a  domain  with  two  finite  sets  of objects  in  which  observations are  made for  dyads , i.e., pairs with one element  from  either  set.  This  type  of data  arises  naturally  in  many  ap(cid:173) plication  ranging  from  computational  linguistics  and  information  retrieval to preference  analysis and computer vision.  In this paper,  we  present  a  systematic,  domain-independent framework  of learn(cid:173) ing  from  dyadic  data by  statistical  mixture  models.  Our  approach  covers different models with fiat  and hierarchical latent class struc(cid:173) tures.  We  propose  an  annealed  version  of the  standard  EM  algo(cid:173) rithm for  model fitting  which  is  empirically evaluated  on  a  variety  of data sets from  different  domains.",0,https://papers.nips.cc/paper_files/paper/1998/file/0c8ce55163055c4da50a81e0a273468c-Paper.pdf
1998,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,"Jaakko Hollmén, Volker Tresp",2,Fraud causes substantial losses to telecommunication carriers. Detec(cid:173) tion systems which automatically detect illegal use of the network can be  used to alleviate the problem. Previous approaches worked on features  derived from the call patterns of individual users. In this paper we present  a call-based detection system based on a hierarchical regime-switching  model. The detection problem is formulated as an inference problem on  the regime probabilities. Inference is implemented by applying the junc(cid:173) tion tree algorithm to the underlying graphical model. The dynamics are  learned from data using the EM algorithm and subsequent discriminative  training. The methods are assessed using fraud data from a real mobile  communication network.,0,https://papers.nips.cc/paper_files/paper/1998/file/0c9ebb2ded806d7ffda75cd0b95eb70c-Paper.pdf
1998,Analyzing and Visualizing Single-Trial Event-Related Potentials,"Tzyy-Ping Jung, Scott Makeig, Marissa Westerfield, Jeanne Townsend, Eric Courchesne, Terrence J. Sejnowski",6,"Event-related  potentials (ERPs),  are portions  of electroencephalo(cid:173) graphic  (EEG)  recordings  that  are  both  time- and  phase-locked  to  experimental  events.  ERPs  are  usually  averaged  to  increase  their  signal/noise  ratio  relative  to  non-phase  locked  EEG  activ(cid:173) ity,  regardless  of the  fact  that  response  activity  in  single  epochs  may vary  widely  in  time course  and scalp distribution.  This study  applies a linear decomposition tool, Independent Component Anal(cid:173) ysis  (ICA)  [1],  to  multichannel single-trial  EEG  records  to  derive  spatial filters  that  decompose  single-trial  EEG epochs  into  a  sum  of temporally  independent  and spatially fixed  components  arising  from  distinct  or  overlapping  brain  or  extra-brain  networks.  Our  results  on  normal  and  autistic  subjects  show  that  ICA  can  sep(cid:173) arate  artifactual,  stimulus-locked,  response-locked,  and.  non-event  related  background  EEG  activities  into separate  components,  al(cid:173) lowing ( 1) removal of pervasive artifacts of all types from single-trial  EEG records,  and (2) identification of both stimulus- and response(cid:173) locked EEG components.  Second, this study proposes a new visual(cid:173) ization tool, the 'ERP image', for investigating variability in laten(cid:173) cies  and amplitudes of event-evoked responses  in spontaneous EEG  or  MEG  records.  We show  that sorting single-trial ERP epochs  in  order  of reaction  time  and  plotting  the  potentials  in  2-D  clearly  reveals  underlying  patterns  of response  variability  linked  to  per(cid:173) formance.  These  analysis  and  visualization  tools  appear  broadly  applicable to electrophyiological research  on both normal and clin(cid:173) ical  populations. ",0,https://papers.nips.cc/paper_files/paper/1998/file/0d4f4805c36dc6853edfa4c7e1638b48-Paper.pdf
1998,Learning Nonlinear Dynamical Systems Using an EM Algorithm,"Zoubin Ghahramani, Sam Roweis",2,"The Expectation-Maximization (EM) algorithm is an iterative pro(cid:173) cedure  for  maximum  likelihood  parameter  estimation  from  data  sets  with  missing  or  hidden  variables  [2].  It has  been  applied  to  system identification in linear stochastic state-space models,  where  the state variables are hidden from the observer and both the state  and  the  parameters  of  the  model  have  to  be  estimated  simulta(cid:173) neously  [9].  We  present  a  generalization  of the  EM  algorithm for  parameter estimation in  nonlinear dynamical systems.  The ""expec(cid:173) tation"" step makes use of Extended Kalman Smoothing to estimate  the state, while the  ""maximization""  step re-estimates the parame(cid:173) ters using these uncertain state estimates. In general, the nonlinear  maximization step is difficult because it requires integrating out the  uncertainty  in  the states.  However,  if Gaussian  radial  basis  func(cid:173) tion  (RBF)  approximators  are  used  to  model  the  nonlinearities,  the integrals  become  tractable  and the  maximization step  can  be  solved  via systems of linear equations. ",0,https://papers.nips.cc/paper_files/paper/1998/file/0ebcc77dc72360d0eb8e9504c78d38bd-Paper.pdf
1998,"Replicator Equations, Maximal Cliques, and Graph Isomorphism",Marcello Pelillo,1,"We  present  a  new  energy-minimization  framework  for  the  graph  isomorphism  problem  which  is  based  on  an  equivalent  maximum  clique formulation.  The approach is centered around a fundamental  result proved by  Motzkin and Straus in the mid-1960s, and recently  expanded in  various ways,  which  allows  us  to formulate the maxi(cid:173) mum clique problem in  terms of a standard quadratic program.  To  solve  the  program we  use  ""replicator""  equations,  a  class  of simple  continuous- and discrete-time dynamical systems developed in var(cid:173) ious  branches  of theoretical  biology.  We  show  how,  despite  their  inability  to escape from  local  solutions,  they  nevertheless  provide  experimental results which are competitive with those obtained us(cid:173) ing more elaborate mean-field  annealing heuristics.",0,https://papers.nips.cc/paper_files/paper/1998/file/0f3d014eead934bbdbacb62a01dc4831-Paper.pdf
1998,"Orientation, Scale, and Discontinuity as Emergent Properties of Illusory Contour Shape","Karvel Thornber, Lance Williams",2,"A  recent  neural  model  of  illusory  contour  formation  is  based  on  a  distribution  of natural  shapes  traced  by  particles  moving  with  constant speed in directions given by Brownian motions.  The input  to that model consists of pairs of position and direction constraints  and the  output  consists  of the  distribution  of contours joining all  such  pairs.  In general,  these contours will  not  be closed  and  their  distribution  will  not  be  scale-invariant.  In  this  paper,  we  show  how  to  compute  a  scale-invariant  distribution  of  closed  contours  given  position  constraints  alone  and  use  this  result  to  explain  a  well  known illusory contour effect.",0,https://papers.nips.cc/paper_files/paper/1998/file/109d2dd3608f669ca17920c511c2a41e-Paper.pdf
1998,Active Noise Canceling Using Analog Neuro-Chip with On-Chip Learning Capability,"Jung-Wook Cho, Soo-Young Lee",2,"A modular analogue neuro-chip set with  on-chip learning capability  is  developed  for  active  noise  canceling.  The  analogue  neuro-chip  set  incorporates  the  error  backpropagation  learning  rule  for  practical  applications,  and  allows  pin-to-pin  interconnections  for  multi-chip  boards.  The  developed  neuro-board  demonstrated  active  noise  canceling  without  any  digital  signal  processor.  Multi-path  fading  of  acoustic  channels,  random  noise,  and  nonlinear distortion  of the  loud  speaker  are  compensated  by  the  adaptive  learning  circuits  of  the  neuro-chips. Experimental  results  are  reported  for  cancellation  of car  noise in  real time.",0,https://papers.nips.cc/paper_files/paper/1998/file/1373b284bc381890049e92d324f56de0-Paper.pdf
1998,Coordinate Transformation Learning of Hand Position Feedback Controller by Using Change of Position Error Norm,"Eimei Oyama, Susumu Tachi",2,"In  order  to  grasp  an  object,  we  need  to  solve  the  inverse  kine(cid:173) matics problem, i.e., the coordinate transformation from  the visual  coordinates  to the joint  angle  vector  coordinates  of the arm.  Al(cid:173) though  several models  of coordinate transformation learning have  been proposed, they suffer from  a number of drawbacks.  In human  motion  control,  the  learning  of the  hand  position  error  feedback  controller in the inverse kinematics solver is important.  This paper  proposes  a  novel  model  of the coordinate transformation  learning  of  the  human  visual  feedback  controller  that  uses  the  change  of  the joint  angle vector and the corresponding change of the square  of the  hand  position  error  norm.  The  feasibility  of the  proposed  model  is  illustrated using numerical simulations.",0,https://papers.nips.cc/paper_files/paper/1998/file/1415db70fe9ddb119e23e9b2808cde38-Paper.pdf
1998,Multi-Electrode Spike Sorting by Clustering Transfer Functions,"Dmitry Rinberg, Hanan Davidowitz, Naftali Tishby",3,"A  new  paradigm  is  proposed  for  sorting  spikes  in  multi-electrode  data using ratios of transfer functions  between cells and electrodes.  It  is  assumed  that  for  every  cell  and  electrode  there  is  a  stable  linear  relation.  These are  dictated  by  the properties of the tissue,  the electrodes  and  their relative  geometries.  The main  advantage  of the method is that it is  insensitive to variations in the shape and  amplitude of a  spike.  Spike  sorting  is  carried  out  in  two  separate  steps.  First,  templates  describing  the statistics of each spike type  are generated by clustering transfer function  ratios then spikes are  detected  in  the  data  using  the  spike  statistics.  These  techniques  were  applied  to  data generated  in  the  escape  response  system  of  the cockroach.",0,https://papers.nips.cc/paper_files/paper/1998/file/1714726c817af50457d810aae9d27a2e-Paper.pdf
